country,sector,value
ISL,86T88,0.005
ISL,90T93,0.0
ISL,94T98,0.002
ISR,01T02,1.9466539
ISR,03,0.035
ISR,05T06,3.9554713939979407
ISR,07T08,0.103
ISR,10T12,0.089
ISR,13T15,0.114
ISR,16,0.006
ISR,17T18,0.035
ISR,19,2.539
ISR,20,0.520214561
ISR,21,0.045
ISR,22,1.9
ISR,23,3.3710902
ISR,24,0.1323239999999999
ISR,25,0.066
ISR,26,0.158
ISR,27,0.033
ISR,28,0.029
ISR,29T30,0.01
ISR,31T33,2.481
ISR,35,33.692
ISR,36T39,0.044
ISR,41T43,0.34
ISR,45T47,0.286
ISR,49,2.167
ISR,50,2.574
ISR,51,3.207
ISR,52,0.017
ISR,53,0.022
ISR,55T56,0.043
ISR,58T60,0.024
ISR,61,0.028
ISR,62T63,0.115
ISR,64T66,0.066
ISR,68,0.074
ISR,69T75,0.26
ISR,77T82,0.09
ISR,84,0.615
ISR,85,0.074
ISR,86T88,0.06
ISR,90T93,0.019
ISR,94T98,0.064
ITA,01T02,42.6438686
ITA,03,0.626
ITA,05T06,8.966939803533737
ITA,07T08,0.2014844699256311
ITA,10T12,3.595
ITA,13T15,1.729
ITA,16,0.2500095255098145
ITA,17T18,1.699
ITA,19,11.946657706323414
ITA,20,9.001907031800002
ITA,21,1.466
ITA,22,0.157
ITA,23,21.84640239
ITA,24,13.724319707500001
ITA,25,1.765
ITA,26,0.356
ITA,27,0.616
ITA,28,2.801
ITA,29T30,0.148
ITA,31T33,0.685
ITA,35,90.659
ITA,36T39,0.999
ITA,41T43,3.882
ITA,45T47,8.61
ITA,49,14.526
ITA,50,25.711
ITA,51,8.492
ITA,52,1.302
ITA,53,0.101
ITA,55T56,1.345
ITA,58T60,0.256
ITA,61,0.383
ITA,62T63,0.681
ITA,64T66,1.602
ITA,68,2.58
ITA,69T75,2.054
ITA,77T82,1.719
ITA,84,1.857
ITA,85,1.089
ITA,86T88,1.805
ITA,90T93,0.603
ITA,94T98,0.549
JPN,01T02,37.3388527
JPN,03,4.159
JPN,05T06,5.3851643547739645
JPN,07T08,0.9740411360704501
JPN,10T12,9.803
JPN,13T15,1.434
JPN,16,0.6860996969774881
JPN,17T18,12.987
JPN,19,54.521504835717096
JPN,20,50.519017719500006
JPN,21,14.631
JPN,22,1.36
JPN,23,66.8386951
JPN,24,150.214986615
JPN,25,1.129
JPN,26,1.583
JPN,27,1.381
JPN,28,2.798
JPN,29T30,3.122
JPN,31T33,5.24
JPN,35,480.71
JPN,36T39,1.609
JPN,41T43,11.327
JPN,45T47,25.942
JPN,49,14.216
JPN,50,58.249
JPN,51,28.713
JPN,52,1.76
JPN,53,0.547
JPN,55T56,4.265
JPN,58T60,1.686
JPN,61,2.865
JPN,62T63,2.944
JPN,64T66,4.779
JPN,68,9.017
JPN,69T75,6.152
JPN,77T82,5.805
JPN,84,8.563
JPN,85,3.072
JPN,86T88,8.22
JPN,90T93,2.204
JPN,94T98,1.898
KAZ,01T02,28.8510314
KAZ,03,0.047
KAZ,05T06,53.09093697875736
KAZ,07T08,12.601405501256163
KAZ,10T12,0.947
KAZ,13T15,0.045
KAZ,16,0.0955065380129852
KAZ,17T18,0.059
KAZ,19,4.76441186773349
KAZ,20,2.261555424
KAZ,21,0.671
KAZ,22,0.565
KAZ,23,12.872357019999999
KAZ,24,24.758187815
KAZ,25,0.079
KAZ,26,0.012
KAZ,27,0.04
KAZ,28,0.039
KAZ,29T30,0.072
KAZ,31T33,0.344
KAZ,35,105.329
KAZ,36T39,0.051
KAZ,41T43,2.121
KAZ,45T47,2.818
KAZ,49,8.589
KAZ,50,0.052
KAZ,51,1.441
KAZ,52,0.243
KAZ,53,0.014
KAZ,55T56,0.163
KAZ,58T60,0.064
KAZ,61,0.18
KAZ,62T63,0.057
KAZ,64T66,0.531
KAZ,68,1.575
KAZ,69T75,0.827
KAZ,77T82,0.35
KAZ,84,2.169
KAZ,85,0.884
KAZ,86T88,1.062
KAZ,90T93,0.334
KAZ,94T98,0.697
KHM,01T02,56.419749800000005
KHM,03,0.003
KHM,05T06,0.0138168239460674
KHM,07T08,0.4041421004224719
KHM,10T12,0.111
KHM,13T15,0.048
KHM,16,0.2176149771505618
KHM,17T18,0.0
KHM,19,2.438669426480899
KHM,20,0.0
KHM,21,0.0
KHM,22,0.409
KHM,23,0.959271759
KHM,24,0.001
KHM,25,0.01
KHM,26,0.01
KHM,27,0.007
KHM,28,0.0
KHM,29T30,0.023
KHM,31T33,0.219
KHM,35,3.931
KHM,36T39,0.053
KHM,41T43,0.014
KHM,45T47,0.34
KHM,49,0.831
KHM,50,0.191
KHM,51,0.577
KHM,52,0.044
KHM,53,0.01
KHM,55T56,0.103
KHM,58T60,0.015
KHM,61,0.029
KHM,62T63,0.009
KHM,64T66,0.02
KHM,68,0.058
KHM,69T75,0.025
KHM,77T82,0.032
KHM,84,0.071
KHM,85,0.019
KHM,86T88,0.031
KHM,90T93,0.017
KHM,94T98,0.021
KOR,01T02,18.926762600000004
KOR,03,3.33
KOR,05T06,2.9167819683064593
KOR,07T08,0.5472859601476875
KOR,10T12,2.876
KOR,13T15,1.971
KOR,16,0.2752815607928488
KOR,17T18,3.581
KOR,19,40.74822532021764
KOR,20,29.812864926
KOR,21,1.076
KOR,22,7.629
KOR,23,46.55689438
KOR,24,87.295895775
KOR,25,1.502
KOR,26,2.721
KOR,27,0.787
KOR,28,1.363
KOR,29T30,2.744
KOR,31T33,2.388
KOR,35,294.154
KOR,36T39,0.626
KOR,41T43,5.689
KOR,45T47,11.094
KOR,49,20.332
KOR,50,20.152
KOR,51,30.216
KOR,52,1.107
KOR,53,1.675
KOR,55T56,2.75
KOR,58T60,0.817
KOR,61,0.709
KOR,62T63,0.676
KOR,64T66,2.193
KOR,68,3.167
KOR,69T75,6.317
KOR,77T82,1.764
KOR,84,3.861
KOR,85,3.583
KOR,86T88,3.973
KOR,90T93,1.044
KOR,94T98,1.224
LAO,01T02,23.8662139
LAO,03,0.012
LAO,05T06,0.056922431490909
LAO,07T08,0.9178742077909089
LAO,10T12,0.016
LAO,13T15,0.015
LAO,16,0.0924989511727272
LAO,17T18,0.0
LAO,19,0.1067295590454545
LAO,20,0.001
LAO,21,0.003
LAO,22,0.118
LAO,23,0.882706597
LAO,24,0.072
LAO,25,0.024
LAO,26,0.001
LAO,27,0.0
LAO,28,0.0
LAO,29T30,0.001
LAO,31T33,0.528
LAO,35,14.094
LAO,36T39,0.006
LAO,41T43,0.524
LAO,45T47,0.393
LAO,49,0.169
LAO,50,0.633
LAO,51,0.114
LAO,52,0.046
LAO,53,0.004
LAO,55T56,0.027
LAO,58T60,0.014
LAO,61,0.009
LAO,62T63,0.007
LAO,64T66,0.031
LAO,68,0.013
LAO,69T75,0.021
LAO,77T82,0.04
LAO,84,0.222
LAO,85,0.014
LAO,86T88,0.032
LAO,90T93,0.011
LAO,94T98,0.015
LTU,01T02,10.4019705
LTU,03,0.017
LTU,05T06,0.6007659243719867
LTU,07T08,0.011015157828925785
LTU,10T12,0.273
LTU,13T15,0.048
LTU,16,0.03705098542456855
LTU,17T18,0.047
LTU,19,1.4970600867494592
LTU,20,4.5101946953
LTU,21,0.017
LTU,22,0.012
LTU,23,0.9872501732500001
LTU,24,0.003
LTU,25,0.018
LTU,26,0.005
LTU,27,0.005
LTU,28,0.011
LTU,29T30,0.006
LTU,31T33,0.042
LTU,35,0.968
LTU,36T39,0.032
LTU,41T43,0.116
LTU,45T47,0.175
LTU,49,1.57
LTU,50,0.24
LTU,51,0.077
LTU,52,0.09
LTU,53,0.006
LTU,55T56,0.014
LTU,58T60,0.031
LTU,61,0.012
LTU,62T63,0.019
LTU,64T66,0.024
LTU,68,0.06
LTU,69T75,0.049
LTU,77T82,0.11
LTU,84,0.083
LTU,85,0.024
LTU,86T88,0.035
LTU,90T93,0.018
LTU,94T98,0.009
LVA,01T02,6.080620800000001
LVA,03,0.025
LVA,05T06,0.3092290399999999
LVA,07T08,0.0344117996571428
LVA,10T12,0.131
LVA,13T15,0.011
LVA,16,0.1216702916448979
LVA,17T18,0.007
LVA,19,0.0245798568979591
LVA,20,0.028125135
LVA,21,0.017
LVA,22,0.003
LVA,23,0.9895143639999999
LVA,24,0.006
LVA,25,0.012
LVA,26,0.004
LVA,27,0.004
LVA,28,0.004
LVA,29T30,0.007
LVA,31T33,0.018
LVA,35,1.934
LVA,36T39,0.02
LVA,41T43,0.172
LVA,45T47,0.246
LVA,49,1.099
LVA,50,0.059
LVA,51,0.486
LVA,52,0.152
LVA,53,0.009
LVA,55T56,0.017
LVA,58T60,0.009
LVA,61,0.014
LVA,62T63,0.026
LVA,64T66,0.023
LVA,68,0.065
LVA,69T75,0.045
LVA,77T82,0.067
LVA,84,0.061
LVA,85,0.029
LVA,86T88,0.032
LVA,90T93,0.017
LVA,94T98,0.007
MAR,01T02,19.0816318
MAR,03,0.348
MAR,05T06,0.450108142458356
MAR,07T08,1.5803592638365052
MAR,10T12,1.233
MAR,13T15,0.222
MAR,16,0.0041101671361157
MAR,17T18,0.136
MAR,19,0.0010275417840289371
MAR,20,0.198
MAR,21,0.076
MAR,22,0.04
MAR,23,11.2995319
MAR,24,0.27000239999999986
MAR,25,0.076
MAR,26,0.008
MAR,27,0.014
MAR,28,0.007
MAR,29T30,0.118
MAR,31T33,0.076
MAR,35,23.445
MAR,36T39,0.036
MAR,41T43,1.161
MAR,45T47,1.097
MAR,49,2.061
MAR,50,0.751
MAR,51,2.648
MAR,52,0.274
MAR,53,0.128
MAR,55T56,0.079
MAR,58T60,0.094
MAR,61,0.172
MAR,62T63,0.017
MAR,64T66,0.04
MAR,68,0.063
MAR,69T75,0.052
MAR,77T82,0.062
MAR,84,1.116
MAR,85,0.28
MAR,86T88,0.169
MAR,90T93,0.024
MAR,94T98,0.021
MEX,01T02,126.5503789
MEX,03,0.74
MEX,05T06,65.31380353959894
MEX,07T08,3.0243660186693737
MEX,10T12,3.349
MEX,13T15,0.2
MEX,16,0.22973745921695102
MEX,17T18,2.133
MEX,19,21.414594365142733
MEX,20,80.41971387250001
MEX,21,2.169
MEX,22,8.654
MEX,23,51.40137111
MEX,24,17.633171495
MEX,25,0.613
MEX,26,0.292
MEX,27,0.254
MEX,28,0.196
MEX,29T30,0.916
MEX,31T33,8.208
MEX,35,130.762
MEX,36T39,0.203
MEX,41T43,4.734
MEX,45T47,7.081
MEX,49,42.724
MEX,50,2.917
MEX,51,6.768
MEX,52,0.597
MEX,53,0.899
MEX,55T56,0.452
MEX,58T60,0.15
MEX,61,0.178
MEX,62T63,0.036
MEX,64T66,0.708
MEX,68,1.099
MEX,69T75,1.028
MEX,77T82,1.493
MEX,84,2.774
MEX,85,0.431
MEX,86T88,0.821
MEX,90T93,0.097
MEX,94T98,0.535
MLT,01T02,0.0940762
MLT,03,0.013
MLT,05T06,0.00100475
MLT,07T08,0.005
MLT,10T12,0.002
MLT,13T15,0.0
MLT,16,0.0
MLT,17T18,0.0
MLT,19,0.0
MLT,20,2.18e-05
MLT,21,0.0
MLT,22,0.012
MLT,23,0.0021621458999999997
MLT,24,0.0
MLT,25,0.001
MLT,26,0.004
MLT,27,0.0
MLT,28,0.0
MLT,29T30,0.0
MLT,31T33,0.028
MLT,35,0.793
MLT,36T39,0.003
MLT,41T43,0.024
MLT,45T47,0.027
MLT,49,0.076
MLT,50,1.538
MLT,51,0.41
MLT,52,0.12
MLT,53,0.011
MLT,55T56,0.007
MLT,58T60,0.001
MLT,61,0.002
MLT,62T63,0.004
MLT,64T66,0.028
MLT,68,0.003
MLT,69T75,0.017
MLT,77T82,0.023
MLT,84,0.006
MLT,85,0.002
MLT,86T88,0.009
MLT,90T93,0.019
MLT,94T98,0.001
MMR,01T02,204.6031239
MMR,03,0.055
MMR,05T06,8.389990457847603
MMR,07T08,1.7268561958750803
MMR,10T12,0.351
MMR,13T15,0.031
MMR,16,0.5473886266828902
MMR,17T18,0.007
MMR,19,1.7361514744413935
MMR,20,0.3271874999999999
MMR,21,0.101
MMR,22,0.103
MMR,23,2.05663999
MMR,24,0.258132108
MMR,25,0.025
MMR,26,0.016
MMR,27,0.009
MMR,28,0.015
MMR,29T30,0.022
MMR,31T33,0.195
MMR,35,8.683
MMR,36T39,0.015
MMR,41T43,4.687
MMR,45T47,0.676
MMR,49,2.053
MMR,50,1.72
MMR,51,0.606
MMR,52,0.119
MMR,53,0.025
MMR,55T56,0.134
MMR,58T60,0.037
MMR,61,0.132
MMR,62T63,0.022
MMR,64T66,0.136
MMR,68,0.16
MMR,69T75,0.129
MMR,77T82,0.096
MMR,84,0.261
MMR,85,0.1
MMR,86T88,0.138
MMR,90T93,0.028
MMR,94T98,0.051
NLD,01T02,27.5188504
NLD,03,0.492
NLD,05T06,7.441337528304073
NLD,07T08,0.0750023960704818
NLD,10T12,3.213
NLD,13T15,0.115
NLD,16,0.043751397707781005
NLD,17T18,0.771
NLD,19,9.305505612466863
NLD,20,26.3820734154
NLD,21,1.206
NLD,22,0.194
NLD,23,2.2571640000000004
NLD,24,6.660651345000001
NLD,25,0.228
NLD,26,0.216
NLD,27,0.153
NLD,28,0.254
NLD,29T30,0.161
NLD,31T33,0.416
NLD,35,49.324
NLD,36T39,0.165
NLD,41T43,2.356
NLD,45T47,1.943
NLD,49,4.607
NLD,50,12.956
NLD,51,13.108
NLD,52,0.448
NLD,53,0.089
NLD,55T56,0.276
NLD,58T60,0.166
NLD,61,0.122
NLD,62T63,0.479
NLD,64T66,0.869
NLD,68,0.897
NLD,69T75,1.246
NLD,77T82,1.33
NLD,84,0.808
NLD,85,0.483
NLD,86T88,0.799
NLD,90T93,0.271
NLD,94T98,0.173
NOR,01T02,7.003078599999999
NOR,03,0.518
NOR,05T06,27.9089310335632
NOR,07T08,0.127490436920373
NOR,10T12,0.375
NOR,13T15,0.003
NOR,16,0.0491892236936872
NOR,17T18,0.103
NOR,19,3.2284192530387377
NOR,20,4.82694492
NOR,21,0.603
NOR,22,0.022
NOR,23,2.0416608469649997
NOR,24,6.2982963000000005
NOR,25,0.03
NOR,26,0.006
NOR,27,0.008
NOR,28,0.017
NOR,29T30,0.018
NOR,31T33,0.063
NOR,35,1.693
NOR,36T39,0.107
NOR,41T43,1.173
NOR,45T47,0.657
NOR,49,0.934
NOR,50,20.726
NOR,51,5.729
NOR,52,0.217
NOR,53,0.029
NOR,55T56,0.076
NOR,58T60,0.059
NOR,61,0.049
NOR,62T63,0.07
NOR,64T66,0.103
NOR,68,0.264
NOR,69T75,0.151
NOR,77T82,0.153
NOR,84,0.269
NOR,85,0.134
NOR,86T88,0.338
NOR,90T93,0.093
NOR,94T98,0.039
NZL,01T02,48.5926307
NZL,03,0.584
NZL,05T06,1.6535433946059799
NZL,07T08,0.1934696575981749
NZL,10T12,2.608
NZL,13T15,0.043
NZL,16,0.15635047910550182
NZL,17T18,0.194
NZL,19,1.0483355865203436
NZL,20,2.6111429
NZL,21,0.306
NZL,22,0.613
NZL,23,0.66783139
NZL,24,2.48747286
NZL,25,0.024
NZL,26,0.005
NZL,27,0.003
NZL,28,0.011
NZL,29T30,0.001
NZL,31T33,0.234
NZL,35,3.392
NZL,36T39,0.054
NZL,41T43,2.591
NZL,45T47,0.487
NZL,49,2.293
NZL,50,1.017
NZL,51,4.765
NZL,52,0.145
NZL,53,0.055
NZL,55T56,0.056
NZL,58T60,0.026
NZL,61,0.013
NZL,62T63,0.019
NZL,64T66,0.087
NZL,68,0.296
NZL,69T75,0.139
NZL,77T82,0.195
NZL,84,0.158
NZL,85,0.084
NZL,86T88,0.143
NZL,90T93,0.063
NZL,94T98,0.063
PER,01T02,121.0820451
PER,03,0.251
PER,05T06,8.192755756253275
PER,07T08,2.3851593764416665
PER,10T12,1.001
PER,13T15,0.11
PER,16,0.0132570229352941
PER,17T18,0.03
PER,19,0.6429656123617646
PER,20,0.0487908
PER,21,0.002
PER,22,2.844
PER,23,4.14361383
PER,24,1.117118
PER,25,0.105
PER,26,0.0
PER,27,0.002
PER,28,0.016
PER,29T30,0.005
PER,31T33,3.922
PER,35,9.965
PER,36T39,0.035
PER,41T43,1.409
PER,45T47,0.976
PER,49,4.792
PER,50,0.769
PER,51,1.465
PER,52,0.438
PER,53,0.049
PER,55T56,0.344
PER,58T60,0.035
PER,61,0.127
PER,62T63,0.013
PER,64T66,0.194
PER,68,0.085
PER,69T75,0.231
PER,77T82,0.181
PER,84,0.915
PER,85,0.173
PER,86T88,0.224
PER,90T93,0.057
PER,94T98,0.096
PHL,01T02,66.71749779999999
PHL,03,0.585
PHL,05T06,5.495013549626343
PHL,07T08,3.621844049748112
PHL,10T12,2.223
PHL,13T15,0.114
PHL,16,0.2566335212392947
PHL,17T18,1.991
PHL,19,3.952984077153653
PHL,20,0.5385246695
PHL,21,0.109
PHL,22,0.277
PHL,23,17.65448148
PHL,24,2.2767299999999997
PHL,25,0.072
PHL,26,0.603
PHL,27,0.077
PHL,28,0.024
PHL,29T30,0.02
PHL,31T33,0.351
PHL,35,66.358
PHL,36T39,0.098
PHL,41T43,1.884
PHL,45T47,4.319
PHL,49,5.395
PHL,50,5.44
PHL,51,7.199
PHL,52,0.461
PHL,53,0.036
PHL,55T56,0.851
PHL,58T60,0.156
PHL,61,0.299
PHL,62T63,0.356
PHL,64T66,1.934
PHL,68,0.714
PHL,69T75,0.235
PHL,77T82,0.538
PHL,84,0.666
PHL,85,0.57
PHL,86T88,0.304
PHL,90T93,0.277
PHL,94T98,0.504
POL,01T02,56.803307
POL,03,0.026
POL,05T06,30.088049049284244
POL,07T08,1.4892849409591302
POL,10T12,5.085
POL,13T15,0.219
POL,16,1.2495712689554348
POL,17T18,1.368
POL,19,12.146342763336197
POL,20,15.55900608
POL,21,1.207
POL,22,0.428
POL,23,21.471883
POL,24,10.513644449000001
POL,25,0.519
POL,26,0.141
POL,27,0.248
POL,28,0.25
POL,29T30,0.476
POL,31T33,0.699
POL,35,145.042
POL,36T39,0.674
POL,41T43,3.106
POL,45T47,6.055
POL,49,22.142
POL,50,0.462
POL,51,2.229
POL,52,1.221
POL,53,0.183
POL,55T56,0.344
POL,58T60,0.168
POL,61,0.22
POL,62T63,0.337
POL,64T66,1.811
POL,68,0.975
POL,69T75,1.013
POL,77T82,1.15
POL,84,0.989
POL,85,0.549
POL,86T88,0.813
POL,90T93,0.212
POL,94T98,0.244
PRT,01T02,8.577373699999999
PRT,03,0.287
PRT,05T06,0.734066030583293
PRT,07T08,0.1908086534042796
PRT,10T12,0.817
PRT,13T15,0.449
PRT,16,0.106451143478177
PRT,17T18,0.574
PRT,19,2.5548274434762503
PRT,20,1.7101629522750001
PRT,21,0.117
PRT,22,0.045
PRT,23,6.177975
PRT,24,0.28847493
PRT,25,0.176
PRT,26,0.033
PRT,27,0.038
PRT,28,0.05
PRT,29T30,0.088
PRT,31T33,0.104
PRT,35,16.893
PRT,36T39,0.108
PRT,41T43,0.8
PRT,45T47,1.273
PRT,49,3.814
PRT,50,1.07
PRT,51,5.174
PRT,52,0.108
PRT,53,0.021
PRT,55T56,0.135
PRT,58T60,0.026
PRT,61,0.04
PRT,62T63,0.046
PRT,64T66,0.116
PRT,68,0.164
PRT,69T75,0.21
PRT,77T82,0.249
PRT,84,0.324
PRT,85,0.106
PRT,86T88,0.354
PRT,90T93,0.063
PRT,94T98,0.045
ROU,01T02,23.3086058
ROU,03,0.001
ROU,05T06,5.181480988318794
ROU,07T08,0.051077634021011196
ROU,10T12,0.974
ROU,13T15,0.25
ROU,16,0.2286884977758912
ROU,17T18,0.187
ROU,19,3.368802134749424
ROU,20,8.2105525125
ROU,21,0.351
ROU,22,0.082
ROU,23,9.2123404
ROU,24,5.22155922
ROU,25,0.176
ROU,26,0.066
ROU,27,0.161
ROU,28,0.155
ROU,29T30,0.436
ROU,31T33,0.07
ROU,35,24.91
ROU,36T39,0.067
ROU,41T43,1.418
ROU,45T47,2.211
ROU,49,2.954
ROU,50,0.263
ROU,51,1.179
ROU,52,0.098
ROU,53,0.022
ROU,55T56,0.097
ROU,58T60,0.047
ROU,61,0.089
ROU,62T63,0.169
ROU,64T66,0.105
ROU,68,0.265
ROU,69T75,0.422
ROU,77T82,0.169
ROU,84,0.203
ROU,85,0.106
ROU,86T88,0.185
ROU,90T93,0.092
ROU,94T98,0.104
ROW,01T02,3489.3730929
ROW,03,11.617
ROW,05T06,1410.4206618238563
ROW,07T08,25.595791157685582
ROW,10T12,16.664
ROW,13T15,6.358
ROW,16,1.8166295952841947
ROW,17T18,2.054
ROW,19,132.41304937134896
ROW,20,193.86248820367004
ROW,21,13.33
ROW,22,161.564
ROW,23,292.6813482729294
ROW,24,95.83971094875001
ROW,25,2.41
ROW,26,0.982
ROW,27,1.177
ROW,28,1.917
ROW,29T30,1.486
ROW,31T33,161.651
ROW,35,1081.916
ROW,36T39,4.288
ROW,41T43,35.577
ROW,45T47,43.941
ROW,49,166.73
ROW,50,77.03
ROW,51,149.912
ROW,52,7.337
ROW,53,2.472
ROW,55T56,6.978
ROW,58T60,3.076
ROW,61,7.315
ROW,62T63,2.896
ROW,64T66,8.107
ROW,68,12.463
ROW,69T75,6.808
ROW,77T82,6.433
ROW,84,32.503
ROW,85,12.138
ROW,86T88,10.653
ROW,90T93,2.504
ROW,94T98,4.894
RUS,01T02,180.3743438
RUS,03,3.938
RUS,05T06,298.5646953354489
RUS,07T08,14.26903301398523
RUS,10T12,10.947
RUS,13T15,0.408
RUS,16,11.250773779693024
RUS,17T18,3.426
RUS,19,143.5877038742129
RUS,20,102.00655813100002
RUS,21,3.547
RUS,22,7.427
RUS,23,68.891938
RUS,24,239.699629125
RUS,25,5.465
RUS,26,1.024
RUS,27,0.853
RUS,28,0.996
RUS,29T30,2.823
RUS,31T33,5.581
RUS,35,644.5
RUS,36T39,1.104
RUS,41T43,30.017
RUS,45T47,14.074
RUS,49,130.79
RUS,50,12.572
RUS,51,34.394
RUS,52,8.939
RUS,53,0.331
RUS,55T56,0.452
RUS,58T60,0.228
RUS,61,0.747
RUS,62T63,0.393
RUS,64T66,1.606
RUS,68,3.074
RUS,69T75,2.921
RUS,77T82,2.013
RUS,84,6.307
RUS,85,1.322
RUS,86T88,1.987
RUS,90T93,0.621
RUS,94T98,0.318
SAU,01T02,8.8692321
SAU,03,0.052
SAU,05T06,90.39012000820001
SAU,07T08,0.074
SAU,10T12,1.843
SAU,13T15,0.766
SAU,16,1.707
SAU,17T18,1.137
SAU,19,25.009
SAU,20,86.372394113
SAU,21,0.607
SAU,22,47.482
SAU,23,29.323902349999997
SAU,24,2.8711599999999997
SAU,25,1.497
SAU,26,0.031
SAU,27,1.025
SAU,28,1.242
SAU,29T30,0.124
SAU,31T33,43.657
SAU,35,185.508
SAU,36T39,0.622
SAU,41T43,26.041
SAU,45T47,6.013
SAU,49,18.516
SAU,50,4.309
SAU,51,15.568
SAU,52,1.558
SAU,53,0.395
SAU,55T56,0.814
SAU,58T60,0.019
SAU,61,6.078
SAU,62T63,0.03
SAU,64T66,0.822
SAU,68,0.905
SAU,69T75,3.029
SAU,77T82,10.032
SAU,84,5.09
SAU,85,1.806
SAU,86T88,2.238
SAU,90T93,0.166
SAU,94T98,0.337
SGP,01T02,97.031351
SGP,03,2.904
SGP,05T06,50.3413668065015
SGP,07T08,0.5715535186350221
SGP,10T12,1.3299999999999998
SGP,13T15,0.209
SGP,16,0.48039175670219597
SGP,17T18,0.235
SGP,19,8.650124489019287
SGP,20,26.968807392649992
SGP,21,1.2819999999999998
SGP,22,29.348
SGP,23,11.811548498999999
SGP,24,0.6746399999999999
SGP,25,1.1369999999999998
SGP,26,1.293
SGP,27,0.145
SGP,28,0.211
SGP,29T30,0.178
SGP,31T33,12.787
SGP,35,131.505
SGP,36T39,0.1909999999999999
SGP,41T43,5.045
SGP,45T47,5.376
SGP,49,6.301
SGP,50,90.081
SGP,51,28.469
SGP,52,3.4130000000000003
SGP,53,0.436
SGP,55T56,0.5690000000000001
SGP,58T60,0.351
SGP,61,0.415
SGP,62T63,0.392
SGP,64T66,0.378
SGP,68,2.827
SGP,69T75,0.589
SGP,77T82,0.527
SGP,84,0.6729999999999999
SGP,85,0.1959999999999999
SGP,86T88,0.189
SGP,90T93,0.476
SGP,94T98,0.044
SVK,01T02,2.8526244
SVK,03,0.0
SVK,05T06,1.6965090689241964
SVK,07T08,0.128747975747876
SVK,10T12,0.274
SVK,13T15,0.029
SVK,16,0.0369808015446026
SVK,17T18,0.112
SVK,19,2.177758313182159
SVK,20,3.7167809825
SVK,21,0.113
SVK,22,0.092
SVK,23,3.9962419
SVK,24,9.41002615
SVK,25,0.108
SVK,26,0.063
SVK,27,0.054
SVK,28,0.085
SVK,29T30,0.248
SVK,31T33,0.06
SVK,35,5.187
SVK,36T39,0.071
SVK,41T43,0.16
SVK,45T47,0.541
SVK,49,2.256
SVK,50,0.018
SVK,51,0.058
SVK,52,0.282
SVK,53,0.019
SVK,55T56,0.045
SVK,58T60,0.027
SVK,61,0.038
SVK,62T63,0.083
SVK,64T66,0.084
SVK,68,0.195
SVK,69T75,0.223
SVK,77T82,0.17
SVK,84,0.212
SVK,85,0.077
SVK,86T88,0.097
SVK,90T93,0.071
SVK,94T98,0.039
SVN,01T02,3.3297069
SVN,03,0.0
SVN,05T06,0.5898265497051166
SVN,07T08,0.1322935550847457
SVN,10T12,0.118
SVN,13T15,0.023
SVN,16,0.2278389004237287
SVN,17T18,0.274
SVN,19,0.5071252944915254
SVN,20,0.13175
SVN,21,0.082
SVN,22,0.039
SVN,23,2.1715627
SVN,24,0.49857168
SVN,25,0.082
SVN,26,0.016
SVN,27,0.068
SVN,28,0.052
SVN,29T30,0.034
SVN,31T33,0.044
SVN,35,4.791
SVN,36T39,0.057
SVN,41T43,0.184
SVN,45T47,0.2
SVN,49,1.307
SVN,50,0.145
SVN,51,0.194
SVN,52,0.044
SVN,53,0.013
SVN,55T56,0.031
SVN,58T60,0.005
SVN,61,0.01
SVN,62T63,0.014
SVN,64T66,0.025
SVN,68,0.033
SVN,69T75,0.06
SVN,77T82,0.038
SVN,84,0.049
SVN,85,0.038
SVN,86T88,0.04
SVN,90T93,0.017
SVN,94T98,0.008
SWE,01T02,37.14208349999999
SWE,03,0.099
SWE,05T06,0.480665455453838
SWE,07T08,1.0081625848809523
SWE,10T12,0.375
SWE,13T15,0.016
SWE,16,0.21319106890476192
SWE,17T18,0.74
SWE,19,1.3382234566190476
SWE,20,5.280483704
SWE,21,0.153
SWE,22,0.074
SWE,23,3.406129192
SWE,24,4.2374225645
SWE,25,0.074
SWE,26,0.013
SWE,27,0.024
SWE,28,0.098
SWE,29T30,0.183
SWE,31T33,0.227
SWE,35,6.95
SWE,36T39,0.22
SWE,41T43,1.569
SWE,45T47,0.597
SWE,49,3.674
SWE,50,7.476
SWE,51,2.836
SWE,52,0.459
SWE,53,0.071
SWE,55T56,0.041
SWE,58T60,0.045
SWE,61,0.053
SWE,62T63,0.069
SWE,64T66,0.06
SWE,68,0.369
SWE,69T75,0.196
SWE,77T82,0.169
SWE,84,0.249
SWE,85,0.108
SWE,86T88,0.168
SWE,90T93,0.141
SWE,94T98,0.044
THA,01T02,98.2996643
THA,03,2.032
THA,05T06,34.485380427312606
THA,07T08,1.018734087647969
THA,10T12,6.593
THA,13T15,1.49
THA,16,0.7068506279414388
THA,17T18,1.518
THA,19,3.4780118600879844
THA,20,18.8359451125
THA,21,0.523
THA,22,3.8
THA,23,46.35266147
THA,24,9.608087880000001
THA,25,0.585
THA,26,1.909
THA,27,0.496
THA,28,1.316
THA,29T30,1.617
THA,31T33,4.178
THA,35,70.51
THA,36T39,0.192
THA,41T43,2.448
THA,45T47,2.357
THA,49,17.73
THA,50,14.797
THA,51,15.788
THA,52,0.015
THA,53,0.186
